Page,Type,Confidence,Category,Element,Detail,Evidence
"https://www.krishaweb.com/magento-development","advisory","confirmed","External Links Without noopener","","15 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/hire-dedicated-developers","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/hire-dedicated-developers","advisory","confirmed","External Links Without noopener","","15 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/web-application-development","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/web-application-development","advisory","confirmed","External Links Without noopener","","15 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/privacy-policy","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/privacy-policy","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/careers/sales-executive","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/careers/sales-executive","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/ai-development-agency","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/ai-development-agency","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/iso-9001-2015-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/cmmi-level-3-certified-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/licenseflow-manager-wordpress-plugin","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-17th-anniversary-celebration","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/leadership-retreat-by-krishaweb","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Broken Link","http://getbluedolphin.com/","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-ohio-tech-summit-2025","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Broken Link","http://getbluedolphin.com/","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Broken Link","http://getbluedolphin.com/","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/celebrating-16-years-of-excellence","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Broken Link","http://getbluedolphin.com/","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-at-wordcamp-europe-2024","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-joins-forces-with-yoast-as-an-agency-partner","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-celebrating-15th-anniversary","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
